Once_DEPTIME,Once_ARRTIME,Twice_1st_DEPTIME,Twice_2nd_DEPTIME,Twice_1st_ARRTIME,Twice_2nd_ARRTIME,Three_1st_DEPTIME,Three _2nd_DEPTIME,Three_3rd_DEPTIME,Three_1st_ARRTIME,Three _2nd_ARRTIME,Three_3rd_ARRTIME
885,750,,,,,,,,,,
540,1215,,,,,,,,,,
995,1060,,,,,,,,,,
1180,780,,,,,,,,,,
600,975,,,,,,,,,,
480,1220,,,,,,,,,,
655,1005,,,,,,,,,,
1130,1355,,,,,,,,,,
660,961,,,,,,,,,,
810,785,,,,,,,,,,
600,1020,,,,,,,,,,
540,480,,,,,,,,,,
1170,1220,,,,,,,,,,
1080,540,,,,,,,,,,
610,1165,,,,,,,,,,
420,1205,,,,,,,,,,
360,945,,,,,,,,,,
970,1330,,,,,,,,,,
840,735,,,,,,,,,,
450,1020,,,,,,,,,,
810,670,,,,,,,,,,
680,630,,,,,,,,,,
1100,525,,,,,,,,,,
1035,755,,,,,,,,,,
720,1020,,,,,,,,,,
920,1215,,,,,,,,,,
480,1260,,,,,,,,,,
630,790,,,,,,,,,,
1025,1215,,,,,,,,,,
600,885,,,,,,,,,,
740,1190,,,,,,,,,,
600,1207,,,,,,,,,,
520,805,,,,,,,,,,
1080,690,,,,,,,,,,
795,1082,,,,,,,,,,
1065,1015,,,,,,,,,,
900,840,,,,,,,,,,
450,1154,,,,,,,,,,
720,855,,,,,,,,,,
1080,1000,,,,,,,,,,
720,1025,,,,,,,,,,
1330,782,,,,,,,,,,
510,870,,,,,,,,,,
570,540,,,,,,,,,,
1080,1456,,,,,,,,,,
870,980,,,,,,,,,,
1320,840,,,,,,,,,,
1170,1200,,,,,,,,,,
1265,1000,,,,,,,,,,
660,550,,,,,,,,,,
600,1070,,,,,,,,,,
1095,835,,,,,,,,,,
570,960,,,,,,,,,,
675,1020,,,,,,,,,,
510,1020,,,,,,,,,,
570,1240,,,,,,,,,,
840,710,,,,,,,,,,
870,1225,,,,,,,,,,
690,946,,,,,,,,,,
555,810,,,,,,,,,,
540,935,,,,,,,,,,
600,1260,,,,,,,,,,
690,770,,,,,,,,,,
922,720,,,,,,,,,,
525,795,,,,,,,,,,
660,880,,,,,,,,,,
1020,990,,,,,,,,,,
735,700,,,,,,,,,,
600,1345,,,,,,,,,,
615,1040,,,,,,,,,,
550,870,,,,,,,,,,
420,600,,,,,,,,,,
765,795,,,,,,,,,,
480,730,,,,,,,,,,
660,1110,,,,,,,,,,
540,1380,,,,,,,,,,
615,1100,,,,,,,,,,
450,820,,,,,,,,,,
660,620,,,,,,,,,,
600,1340,,,,,,,,,,
564,1245,,,,,,,,,,
450,1085,,,,,,,,,,
690,518,,,,,,,,,,
600,695,,,,,,,,,,
1082,610,,,,,,,,,,
510,1220,,,,,,,,,,
1140,920,,,,,,,,,,
620,990,,,,,,,,,,
540,985,,,,,,,,,,
517,955,,,,,,,,,,
1030,865,,,,,,,,,,
825,1175,,,,,,,,,,
840,940,,,,,,,,,,
600,1160,,,,,,,,,,
630,910,,,,,,,,,,
540,1155,,,,,,,,,,
530,1227,,,,,,,,,,
510,1155,,,,,,,,,,
1035,1250,,,,,,,,,,
510,1250,,,,,,,,,,
900,660,,,,,,,,,,
375,1160,,,,,,,,,,
810,750,,,,,,,,,,
800,570,,,,,,,,,,
630,765,,,,,,,,,,
600,520,,,,,,,,,,
510,885,,,,,,,,,,
660,1080,,,,,,,,,,
525,670,,,,,,,,,,
570,945,,,,,,,,,,
1035,1200,,,,,,,,,,
1200,715,,,,,,,,,,
810,935,,,,,,,,,,
705,1370,,,,,,,,,,
660,960,,,,,,,,,,
570,1130,,,,,,,,,,
600,1065,,,,,,,,,,
440,795,,,,,,,,,,
780,715,,,,,,,,,,
1150,532,,,,,,,,,,
780,685,,,,,,,,,,
900,880,,,,,,,,,,
870,1200,,,,,,,,,,
600,905,,,,,,,,,,
840,705,,,,,,,,,,
1080,1350,,,,,,,,,,
1140,1205,,,,,,,,,,
450,1110,,,,,,,,,,
440,940,,,,,,,,,,
540,930,,,,,,,,,,
885,603,,,,,,,,,,
1120,863,,,,,,,,,,
505,725,,,,,,,,,,
450,815,,,,,,,,,,
810,705,,,,,,,,,,
505,1130,,,,,,,,,,
450,1095,,,,,,,,,,
930,1185,,,,,,,,,,
780,1025,,,,,,,,,,
555,745,,,,,,,,,,
580,725,,,,,,,,,,
840,1245,,,,,,,,,,
945,1060,,,,,,,,,,
570,1280,,,,,,,,,,
630,615,,,,,,,,,,
1270,905,,,,,,,,,,
520,1190,,,,,,,,,,
540,795,,,,,,,,,,
450,700,,,,,,,,,,
445,1020,,,,,,,,,,
730,1000,,,,,,,,,,
1020,1380,,,,,,,,,,
460,690,,,,,,,,,,
390,780,,,,,,,,,,
480,1240,,,,,,,,,,
690,991,,,,,,,,,,
660,1155,,,,,,,,,,
780,1050,,,,,,,,,,
1190,1050,,,,,,,,,,
1395,1125,,,,,,,,,,
1170,1110,,,,,,,,,,
660,1110,,,,,,,,,,
600,1325,,,,,,,,,,
570,1450,,,,,,,,,,
840,1120,,,,,,,,,,
630,985,,,,,,,,,,
990,1400,,,,,,,,,,
585,898,,,,,,,,,,
1095,925,,,,,,,,,,
330,1180,,,,,,,,,,
600,1050,,,,,,,,,,
1065,870,,,,,,,,,,
540,528,,,,,,,,,,
720,1175,,,,,,,,,,
960,895,,,,,,,,,,
735,785,,,,,,,,,,
780,960,,,,,,,,,,
720,750,,,,,,,,,,
900,930,,,,,,,,,,
480,1188,,,,,,,,,,
600,745,,,,,,,,,,
640,1271,,,,,,,,,,
1020,520,,,,,,,,,,
930,905,,,,,,,,,,
720,780,,,,,,,,,,
630,640,,,,,,,,,,
555,1335,,,,,,,,,,
700,855,,,,,,,,,,
1110,840,,,,,,,,,,
385,860,,,,,,,,,,
540,705,,,,,,,,,,
1008,1275,,,,,,,,,,
1020,700,,,,,,,,,,
960,911,,,,,,,,,,
1290,895,,,,,,,,,,
840,910,,,,,,,,,,
900,335,,,,,,,,,,
660,947,,,,,,,,,,
880,645,,,,,,,,,,
645,880,,,,,,,,,,
600,795,,,,,,,,,,
820,1270,,,,,,,,,,
720,940,,,,,,,,,,
750,1050,,,,,,,,,,
480,1125,,,,,,,,,,
550,700,,,,,,,,,,
1140,1046,,,,,,,,,,
1135,1080,,,,,,,,,,
540,715,,,,,,,,,,
1155,650,,,,,,,,,,
560,892,,,,,,,,,,
1110,705,,,,,,,,,,
705,730,,,,,,,,,,
830,970,,,,,,,,,,
525,1290,,,,,,,,,,
530,1020,,,,,,,,,,
660,660,,,,,,,,,,
585,1240,,,,,,,,,,
780,1320,,,,,,,,,,
1305,720,,,,,,,,,,
1020,715,,,,,,,,,,
690,705,,,,,,,,,,
720,940,,,,,,,,,,
540,750,,,,,,,,,,
735,850,,,,,,,,,,
540,810,,,,,,,,,,
580,750,,,,,,,,,,
1155,800,,,,,,,,,,
660,716,,,,,,,,,,
780,1080,,,,,,,,,,
750,1156,,,,,,,,,,
1170,1255,,,,,,,,,,
540,980,,,,,,,,,,
630,930,,,,,,,,,,
570,855,,,,,,,,,,
630,840,,,,,,,,,,
545,880,,,,,,,,,,
540,1320,,,,,,,,,,
840,775,,,,,,,,,,
1085,900,,,,,,,,,,
630,1110,,,,,,,,,,
330,970,,,,,,,,,,
690,1020,,,,,,,,,,
570,925,,,,,,,,,,
495,500,,,,,,,,,,
660,842,,,,,,,,,,
585,1095,,,,,,,,,,
450,1020,,,,,,,,,,
1040,870,,,,,,,,,,
510,670,,,,,,,,,,
405,645,,,,,,,,,,
495,980,,,,,,,,,,
780,1193,,,,,,,,,,
640,1140,,,,,,,,,,
630,510,,,,,,,,,,
1020,580,,,,,,,,,,
935,525,,,,,,,,,,
540,675,,,,,,,,,,
510,830,,,,,,,,,,
1200,580,,,,,,,,,,
390,550,,,,,,,,,,
780,500,,,,,,,,,,
760,930,,,,,,,,,,
450,940,,,,,,,,,,
500,535,,,,,,,,,,
765,890,,,,,,,,,,
450,485,,,,,,,,,,
630,1060,,,,,,,,,,
480,1092,,,,,,,,,,
450,1480,,,,,,,,,,
510,1250,,,,,,,,,,
840,1175,,,,,,,,,,
585,706,,,,,,,,,,
480,765,,,,,,,,,,
600,945,,,,,,,,,,
525,1090,,,,,,,,,,
510,950,,,,,,,,,,
480,670,,,,,,,,,,
945,1355,,,,,,,,,,
450,805,,,,,,,,,,
405,935,,,,,,,,,,
1260,645,,,,,,,,,,
480,565,,,,,,,,,,
355,990,,,,,,,,,,
630,820,,,,,,,,,,
510,1050,,,,,,,,,,
525,635,,,,,,,,,,
465,870,,,,,,,,,,
555,1120,,,,,,,,,,
1080,820,,,,,,,,,,
570,1075,,,,,,,,,,
1220,1330,,,,,,,,,,
585,680,,,,,,,,,,
495,635,,,,,,,,,,
510,730,,,,,,,,,,
675,1050,,,,,,,,,,
1020,725,,,,,,,,,,
570,445,,,,,,,,,,
660,880,,,,,,,,,,
720,1150,,,,,,,,,,
690,1005,,,,,,,,,,
550,710,,,,,,,,,,
705,706,,,,,,,,,,
440,1240,,,,,,,,,,
557,1140,,,,,,,,,,
665,1020,,,,,,,,,,
470,1005,,,,,,,,,,
1185,1035,,,,,,,,,,
900,1340,,,,,,,,,,
750,615,,,,,,,,,,
690,750,,,,,,,,,,
660,915,,,,,,,,,,
1020,660,,,,,,,,,,
660,442,,,,,,,,,,
870,757,,,,,,,,,,
408,945,,,,,,,,,,
855,1036,,,,,,,,,,
480,630,,,,,,,,,,
390,695,,,,,,,,,,
720,750,,,,,,,,,,
540,935,,,,,,,,,,
490,1025,,,,,,,,,,
780,965,,,,,,,,,,
510,662,,,,,,,,,,
870,945,,,,,,,,,,
480,930,,,,,,,,,,
630,520,,,,,,,,,,
915,705,,,,,,,,,,
765,740,,,,,,,,,,
600,1080,,,,,,,,,,
600,1165,,,,,,,,,,
1095,910,,,,,,,,,,
760,520,,,,,,,,,,
1200,935,,,,,,,,,,
850,910,,,,,,,,,,
600,940,,,,,,,,,,
660,533,,,,,,,,,,
960,1470,,,,,,,,,,
750,670,,,,,,,,,,
660,1270,,,,,,,,,,
1084,1060,,,,,,,,,,
690,980,,,,,,,,,,
540,1335,,,,,,,,,,
570,1065,,,,,,,,,,
390,585,,,,,,,,,,
780,815,,,,,,,,,,
390,1175,,,,,,,,,,
930,1035,,,,,,,,,,
630,1080,,,,,,,,,,
540,720,,,,,,,,,,
590,1195,,,,,,,,,,
810,1080,,,,,,,,,,
780,865,,,,,,,,,,
570,972,,,,,,,,,,
720,765,,,,,,,,,,
990,745,,,,,,,,,,
600,875,,,,,,,,,,
690,960,,,,,,,,,,
540,975,,,,,,,,,,
840,1000,,,,,,,,,,
660,680,,,,,,,,,,
1110,1095,,,,,,,,,,
745,1180,,,,,,,,,,
930,960,,,,,,,,,,
570,860,,,,,,,,,,
600,700,,,,,,,,,,
720,952,,,,,,,,,,
630,820,,,,,,,,,,
888,1305,,,,,,,,,,
660,840,,,,,,,,,,
720,660,,,,,,,,,,
545,1390,,,,,,,,,,
600,670,,,,,,,,,,
915,1150,,,,,,,,,,
645,1000,,,,,,,,,,
970,812,,,,,,,,,,
690,791,,,,,,,,,,
600,595,,,,,,,,,,
990,885,,,,,,,,,,
600,1000,,,,,,,,,,
780,440,,,,,,,,,,
780,640,,,,,,,,,,
860,655,,,,,,,,,,
930,1160,,,,,,,,,,
630,715,,,,,,,,,,
710,945,,,,,,,,,,
630,665,,,,,,,,,,
930,1045,,,,,,,,,,
480,985,,,,,,,,,,
1080,1035,,,,,,,,,,
600,574,,,,,,,,,,
710,565,,,,,,,,,,
590,945,,,,,,,,,,
480,900,,,,,,,,,,
450,960,,,,,,,,,,
630,760,,,,,,,,,,
405,615,,,,,,,,,,
420,1085,,,,,,,,,,
566,1070,,,,,,,,,,
720,1150,,,,,,,,,,
900,1045,,,,,,,,,,
900,850,,,,,,,,,,
840,1270,,,,,,,,,,
510,510,,,,,,,,,,
550,1185,,,,,,,,,,
590,845,,,,,,,,,,
1110,1050,,,,,,,,,,
512,790,,,,,,,,,,
890,880,,,,,,,,,,
570,690,,,,,,,,,,
690,975,,,,,,,,,,
770,940,,,,,,,,,,
740,768,,,,,,,,,,
650,1370,,,,,,,,,,
1020,1080,,,,,,,,,,
1195,950,,,,,,,,,,
540,955,,,,,,,,,,
860,915,,,,,,,,,,
850,1025,,,,,,,,,,
855,581,,,,,,,,,,
630,890,,,,,,,,,,
485,1210,,,,,,,,,,
450,1040,,,,,,,,,,
600,1032,,,,,,,,,,
450,1050,,,,,,,,,,
480,1110,,,,,,,,,,
1215,935,,,,,,,,,,
1010,1145,,,,,,,,,,
635,945,,,,,,,,,,
780,505,,,,,,,,,,
630,1050,,,,,,,,,,
930,645,,,,,,,,,,
525,1035,,,,,,,,,,
1140,1090,,,,,,,,,,
540,580,,,,,,,,,,
1000,990,,,,,,,,,,
660,1437,,,,,,,,,,
720,981,,,,,,,,,,
1186,1105,,,,,,,,,,
630,1150,,,,,,,,,,
630,750,,,,,,,,,,
675,770,,,,,,,,,,
1040,1055,,,,,,,,,,
580,1050,,,,,,,,,,
1085,885,,,,,,,,,,
510,770,,,,,,,,,,
740,955,,,,,,,,,,
840,880,,,,,,,,,,
540,970,,,,,,,,,,
540,790,,,,,,,,,,
495,585,,,,,,,,,,
960,1005,,,,,,,,,,
1050,670,,,,,,,,,,
880,800,,,,,,,,,,
1020,1033,,,,,,,,,,
905,1050,,,,,,,,,,
975,1020,,,,,,,,,,
900,1240,,,,,,,,,,
540,950,,,,,,,,,,
660,1250,,,,,,,,,,
585,960,,,,,,,,,,
1060,810,,,,,,,,,,
855,1330,,,,,,,,,,
420,1025,,,,,,,,,,
670,1070,,,,,,,,,,
510,915,,,,,,,,,,
1080,620,,,,,,,,,,
420,880,,,,,,,,,,
990,790,,,,,,,,,,
720,1060,,,,,,,,,,
1110,880,,,,,,,,,,
540,1125,,,,,,,,,,
900,700,,,,,,,,,,
995,720,,,,,,,,,,
775,1095,,,,,,,,,,
660,1050,,,,,,,,,,
615,1350,,,,,,,,,,
715,1035,,,,,,,,,,
715,1060,,,,,,,,,,
840,935,,,,,,,,,,
420,750,,,,,,,,,,
780,1132,,,,,,,,,,
630,1160,,,,,,,,,,
480,1040,,,,,,,,,,
615,900,,,,,,,,,,
840,950,,,,,,,,,,
390,1125,,,,,,,,,,
360,765,,,,,,,,,,
790,1454,,,,,,,,,,
660,1040,,,,,,,,,,
585,570,,,,,,,,,,
570,1270,,,,,,,,,,
510,1090,,,,,,,,,,
630,1355,,,,,,,,,,
750,510,,,,,,,,,,
630,1203,,,,,,,,,,
900,1145,,,,,,,,,,
690,1040,,,,,,,,,,
750,855,,,,,,,,,,
525,860,,,,,,,,,,
480,765,,,,,,,,,,
530,530,,,,,,,,,,
420,1175,,,,,,,,,,
435,750,,,,,,,,,,
675,795,,,,,,,,,,
950,930,,,,,,,,,,
420,740,,,,,,,,,,
1080,1130,,,,,,,,,,
790,1315,,,,,,,,,,
540,1148,,,,,,,,,,
540,1065,,,,,,,,,,
570,825,,,,,,,,,,
584,440,,,,,,,,,,
540,963,,,,,,,,,,
760,1085,,,,,,,,,,
605,765,,,,,,,,,,
1075,890,,,,,,,,,,
960,724,,,,,,,,,,
1050,650,,,,,,,,,,
660,835,,,,,,,,,,
565,800,,,,,,,,,,
1060,960,,,,,,,,,,
650,1355,,,,,,,,,,
390,1090,,,,,,,,,,
660,1110,,,,,,,,,,
390,1290,,,,,,,,,,
585,885,,,,,,,,,,
630,1185,,,,,,,,,,
730,960,,,,,,,,,,
580,1265,,,,,,,,,,
660,1070,,,,,,,,,,
540,710,,,,,,,,,,
510,798,,,,,,,,,,
550,980,,,,,,,,,,
600,735,,,,,,,,,,
540,1256,,,,,,,,,,
810,980,,,,,,,,,,
500,1110,,,,,,,,,,
770,705,,,,,,,,,,
720,700,,,,,,,,,,
1120,655,,,,,,,,,,
960,1125,,,,,,,,,,
570,840,,,,,,,,,,
560,1060,,,,,,,,,,
630,660,,,,,,,,,,
600,1075,,,,,,,,,,
505,1005,,,,,,,,,,
600,710,,,,,,,,,,
480,795,,,,,,,,,,
570,1165,,,,,,,,,,
660,1198,,,,,,,,,,
480,1110,,,,,,,,,,
540,765,,,,,,,,,,
915,997,,,,,,,,,,
840,795,,,,,,,,,,
705,1290,,,,,,,,,,
540,1135,,,,,,,,,,
570,945,,,,,,,,,,
600,945,,,,,,,,,,
495,978,,,,,,,,,,
420,780,,,,,,,,,,
750,930,,,,,,,,,,
750,655,,,,,,,,,,
1110,1215,,,,,,,,,,
1005,715,,,,,,,,,,
480,1240,,,,,,,,,,
1020,1080,,,,,,,,,,
510,695,,,,,,,,,,
879,1000,,,,,,,,,,
630,735,,,,,,,,,,
600,760,,,,,,,,,,
840,1253,,,,,,,,,,
720,970,,,,,,,,,,
660,1060,,,,,,,,,,
690,695,,,,,,,,,,
780,789,,,,,,,,,,
780,1085,,,,,,,,,,
1080,735,,,,,,,,,,
450,1180,,,,,,,,,,
855,935,,,,,,,,,,
975,1075,,,,,,,,,,
690,1225,,,,,,,,,,
620,900,,,,,,,,,,
720,840,,,,,,,,,,
480,1215,,,,,,,,,,
480,1070,,,,,,,,,,
930,705,,,,,,,,,,
495,1095,,,,,,,,,,
845,1290,,,,,,,,,,
555,805,,,,,,,,,,
690,690,,,,,,,,,,
765,680,,,,,,,,,,
515,1290,,,,,,,,,,
620,1515,,,,,,,,,,
1075,967,,,,,,,,,,
870,1075,,,,,,,,,,
500,1035,,,,,,,,,,
495,895,,,,,,,,,,
1110,1152,,,,,,,,,,
465,867,,,,,,,,,,
540,980,,,,,,,,,,
570,1050,,,,,,,,,,
240,795,,,,,,,,,,
510,1370,,,,,,,,,,
1080,1155,,,,,,,,,,
660,700,,,,,,,,,,
860,958,,,,,,,,,,
480,1182,,,,,,,,,,
550,695,,,,,,,,,,
660,1165,,,,,,,,,,
1170,790,,,,,,,,,,
765,1020,,,,,,,,,,
600,725,,,,,,,,,,
1140,775,,,,,,,,,,
465,720,,,,,,,,,,
1080,1470,,,,,,,,,,
1100,515,,,,,,,,,,
630,975,,,,,,,,,,
420,1180,,,,,,,,,,
630,750,,,,,,,,,,
450,785,,,,,,,,,,
700,605,,,,,,,,,,
540,1155,,,,,,,,,,
660,1010,,,,,,,,,,
720,1095,,,,,,,,,,
1050,640,,,,,,,,,,
630,1080,,,,,,,,,,
480,715,,,,,,,,,,
280,981,,,,,,,,,,
450,1104,,,,,,,,,,
525,1315,,,,,,,,,,
780,805,,,,,,,,,,
420,940,,,,,,,,,,
900,1190,,,,,,,,,,
525,1063,,,,,,,,,,
510,720,,,,,,,,,,
720,538,,,,,,,,,,
500,940,,,,,,,,,,
780,1245,,,,,,,,,,
540,880,,,,,,,,,,
1020,878,,,,,,,,,,
735,860,,,,,,,,,,
360,1370,,,,,,,,,,
630,852,,,,,,,,,,
330,622,,,,,,,,,,
780,965,,,,,,,,,,
480,1105,,,,,,,,,,
360,520,,,,,,,,,,
1110,970,,,,,,,,,,
630,1020,,,,,,,,,,
510,840,,,,,,,,,,
950,1390,,,,,,,,,,
840,720,,,,,,,,,,
480,537,,,,,,,,,,
400,1075,,,,,,,,,,
947,720,,,,,,,,,,
525,730,,,,,,,,,,
490,1305,,,,,,,,,,
675,1130,,,,,,,,,,
735,1157,,,,,,,,,,
580,1140,,,,,,,,,,
840,1430,,,,,,,,,,
780,1245,,,,,,,,,,
570,840,,,,,,,,,,
840,760,,,,,,,,,,
570,960,,,,,,,,,,
540,960,,,,,,,,,,
570,1080,,,,,,,,,,
1140,1030,,,,,,,,,,
690,1375,,,,,,,,,,
480,1055,,,,,,,,,,
610,955,,,,,,,,,,
570,1165,,,,,,,,,,
900,665,,,,,,,,,,
380,1220,,,,,,,,,,
600,1230,,,,,,,,,,
690,1305,,,,,,,,,,
420,1170,,,,,,,,,,
1155,635,,,,,,,,,,
1020,905,,,,,,,,,,
390,1070,,,,,,,,,,
390,1380,,,,,,,,,,
510,1095,,,,,,,,,,
750,940,,,,,,,,,,
1120,465,,,,,,,,,,
510,905,,,,,,,,,,
540,1035,,,,,,,,,,
660,615,,,,,,,,,,
495,670,,,,,,,,,,
660,1030,,,,,,,,,,
660,1005,,,,,,,,,,
540,1125,,,,,,,,,,
630,963,,,,,,,,,,
900,825,,,,,,,,,,
570,1385,,,,,,,,,,
570,532,,,,,,,,,,
780,630,,,,,,,,,,
660,1080,,,,,,,,,,
1140,1130,,,,,,,,,,
690,1170,,,,,,,,,,
570,845,,,,,,,,,,
1105,900,,,,,,,,,,
1105,1125,,,,,,,,,,
450,1230,,,,,,,,,,
980,935,,,,,,,,,,
405,1100,,,,,,,,,,
660,850,,,,,,,,,,
915,725,,,,,,,,,,
900,805,,,,,,,,,,
780,1320,,,,,,,,,,
630,1266,,,,,,,,,,
545,700,,,,,,,,,,
615,1040,,,,,,,,,,
600,1270,,,,,,,,,,
600,725,,,,,,,,,,
1110,610,,,,,,,,,,
550,660,,,,,,,,,,
1080,880,,,,,,,,,,
690,1155,,,,,,,,,,
710,930,,,,,,,,,,
445,1150,,,,,,,,,,
510,1380,,,,,,,,,,
480,675,,,,,,,,,,
595,1230,,,,,,,,,,
930,420,,,,,,,,,,
1000,705,,,,,,,,,,
600,1180,,,,,,,,,,
585,945,,,,,,,,,,
480,1145,,,,,,,,,,
405,1275,,,,,,,,,,
510,915,,,,,,,,,,
545,1290,,,,,,,,,,
660,930,,,,,,,,,,
470,1260,,,,,,,,,,
790,926,,,,,,,,,,
750,1140,,,,,,,,,,
750,585,,,,,,,,,,
615,1170,,,,,,,,,,
615,685,,,,,,,,,,
470,1305,,,,,,,,,,
499,1275,,,,,,,,,,
515,745,,,,,,,,,,
540,940,,,,,,,,,,
480,720,,,,,,,,,,
780,915,,,,,,,,,,
630,1220,,,,,,,,,,
630,1107,,,,,,,,,,
630,735,,,,,,,,,,
1020,945,,,,,,,,,,
540,1020,,,,,,,,,,
1200,1270,,,,,,,,,,
660,1030,,,,,,,,,,
390,1390,,,,,,,,,,
720,765,,,,,,,,,,
960,945,,,,,,,,,,
510,970,,,,,,,,,,
660,1020,,,,,,,,,,
600,694,,,,,,,,,,
525,980,,,,,,,,,,
465,1020,,,,,,,,,,
540,765,,,,,,,,,,
845,690,,,,,,,,,,
840,1320,,,,,,,,,,
740,810,,,,,,,,,,
530,1325,,,,,,,,,,
1050,1060,,,,,,,,,,
1080,970,,,,,,,,,,
840,575,,,,,,,,,,
420,870,,,,,,,,,,
900,1365,,,,,,,,,,
805,1350,,,,,,,,,,
440,585,,,,,,,,,,
960,1260,,,,,,,,,,
570,630,,,,,,,,,,
960,1150,,,,,,,,,,
550,760,,,,,,,,,,
515,890,,,,,,,,,,
790,865,,,,,,,,,,
990,705,,,,,,,,,,
930,1035,,,,,,,,,,
615,860,,,,,,,,,,
480,1455,,,,,,,,,,
540,915,,,,,,,,,,
1050,815,,,,,,,,,,
460,800,,,,,,,,,,
480,780,,,,,,,,,,
640,637,,,,,,,,,,
930,1290,,,,,,,,,,
665,710,,,,,,,,,,
660,1455,,,,,,,,,,
480,725,,,,,,,,,,
540,930,,,,,,,,,,
690,790,,,,,,,,,,
990,1325,,,,,,,,,,
1080,605,,,,,,,,,,
540,885,,,,,,,,,,
660,975,,,,,,,,,,
690,635,,,,,,,,,,
690,565,,,,,,,,,,
495,945,,,,,,,,,,
540,1365,,,,,,,,,,
660,690,,,,,,,,,,
570,1065,,,,,,,,,,
780,765,,,,,,,,,,
540,700,,,,,,,,,,
660,1070,,,,,,,,,,
840,730,,,,,,,,,,
590,855,,,,,,,,,,
660,540,,,,,,,,,,
780,965,,,,,,,,,,
1050,1460,,,,,,,,,,
660,785,,,,,,,,,,
480,805,,,,,,,,,,
360,1240,,,,,,,,,,
960,1025,,,,,,,,,,
595,570,,,,,,,,,,
510,550,,,,,,,,,,
1080,905,,,,,,,,,,
560,1242,,,,,,,,,,
1080,1075,,,,,,,,,,
930,1409,,,,,,,,,,
960,1060,,,,,,,,,,
620,855,,,,,,,,,,
844,1080,,,,,,,,,,
600,910,,,,,,,,,,
600,1030,,,,,,,,,,
570,500,,,,,,,,,,
570,920,,,,,,,,,,
600,905,,,,,,,,,,
520,1237,,,,,,,,,,
500,990,,,,,,,,,,
1015,976,,,,,,,,,,
480,945,,,,,,,,,,
870,900,,,,,,,,,,
520,725,,,,,,,,,,
1230,1215,,,,,,,,,,
1170,675,,,,,,,,,,
630,1420,,,,,,,,,,
965,725,,,,,,,,,,
690,580,,,,,,,,,,
1045,815,,,,,,,,,,
465,1342,,,,,,,,,,
670,985,,,,,,,,,,
660,465,,,,,,,,,,
450,1280,,,,,,,,,,
600,545,,,,,,,,,,
1130,1125,,,,,,,,,,
660,720,,,,,,,,,,
560,590,,,,,,,,,,
1220,1295,,,,,,,,,,
300,635,,,,,,,,,,
465,1200,,,,,,,,,,
510,850,,,,,,,,,,
495,1340,,,,,,,,,,
540,768,,,,,,,,,,
510,595,,,,,,,,,,
480,840,,,,,,,,,,
645,1027,,,,,,,,,,
780,545,,,,,,,,,,
480,752,,,,,,,,,,
540,1160,,,,,,,,,,
780,820,,,,,,,,,,
1260,710,,,,,,,,,,
485,930,,,,,,,,,,
750,595,,,,,,,,,,
430,1055,,,,,,,,,,
690,995,,,,,,,,,,
600,710,,,,,,,,,,
600,1015,,,,,,,,,,
510,715,,,,,,,,,,
540,552,,,,,,,,,,
830,1280,,,,,,,,,,
480,1185,,,,,,,,,,
555,945,,,,,,,,,,
600,945,,,,,,,,,,
450,800,,,,,,,,,,
750,1040,,,,,,,,,,
570,885,,,,,,,,,,
1050,935,,,,,,,,,,
330,1005,,,,,,,,,,
1135,930,,,,,,,,,,
725,585,,,,,,,,,,
780,575,,,,,,,,,,
660,820,,,,,,,,,,
840,598,,,,,,,,,,
1099,1065,,,,,,,,,,
555,1050,,,,,,,,,,
1170,870,,,,,,,,,,
451,1110,,,,,,,,,,
750,525,,,,,,,,,,
540,755,,,,,,,,,,
270,1030,,,,,,,,,,
780,945,,,,,,,,,,
310,725,,,,,,,,,,
1020,840,,,,,,,,,,
750,1410,,,,,,,,,,
950,845,,,,,,,,,,
750,1315,,,,,,,,,,
570,890,,,,,,,,,,
540,1115,,,,,,,,,,
290,855,,,,,,,,,,
520,970,,,,,,,,,,
600,1055,,,,,,,,,,
515,955,,,,,,,,,,
410,825,,,,,,,,,,
840,670,,,,,,,,,,
1020,1110,,,,,,,,,,
405,715,,,,,,,,,,
1090,840,,,,,,,,,,
720,1080,,,,,,,,,,
900,965,,,,,,,,,,
450,450,,,,,,,,,,
755,595,,,,,,,,,,
540,962,,,,,,,,,,
405,722,,,,,,,,,,
700,765,,,,,,,,,,
480,710,,,,,,,,,,
840,730,,,,,,,,,,
330,1110,,,,,,,,,,
840,840,,,,,,,,,,
660,1110,,,,,,,,,,
1200,958,,,,,,,,,,
780,1095,,,,,,,,,,
960,675,,,,,,,,,,
940,1290,,,,,,,,,,
510,563,,,,,,,,,,
870,890,,,,,,,,,,
660,1275,,,,,,,,,,
615,1536,,,,,,,,,,
540,785,,,,,,,,,,
870,1070,,,,,,,,,,
630,720,,,,,,,,,,
570,745,,,,,,,,,,
660,654,,,,,,,,,,
840,1360,,,,,,,,,,
1120,1000,,,,,,,,,,
905,785,,,,,,,,,,
450,635,,,,,,,,,,
480,1110,,,,,,,,,,
690,1410,,,,,,,,,,
600,720,,,,,,,,,,
480,1370,,,,,,,,,,
690,870,,,,,,,,,,
450,1175,,,,,,,,,,
765,820,,,,,,,,,,
510,1340,,,,,,,,,,
540,925,,,,,,,,,,
425,1105,,,,,,,,,,
990,1155,,,,,,,,,,
620,1185,,,,,,,,,,
600,1020,,,,,,,,,,
